DATE,STATION_NAME,NB_VALID,DEPARTEMENT
2019-09-06,MERY-VAL D'OISE,152,95
2019-09-06,MEUDON,1450,92
2019-09-06,MEUDON-VAL-FLEURY,3764,92
2019-09-06,MEULAN-HARDRICOURT,552,78
2019-09-06,MICHEL BIZOT,5269,75
2019-09-06,MICHEL-ANGE-AUTEUIL,5634,75
2019-09-06,MICHEL-ANGE-MOLITOR,6297,75
2019-09-06,MIRABEAU,3766,75
2019-09-06,MIROMESNIL,19197,75
2019-09-06,MITRY-CLAYE,3971,77
2019-09-06,MONCEAU,5178,75
2019-09-06,MONNERVILLE,41,91
2019-09-06,MONTEREAU,2472,77
2019-09-06,MONTFORT-L'AMAURY-MERE,742,78
2019-09-06,MONTGALLET,4589,75
2019-09-06,MONTGERON-CROSNE,2879,91
2019-09-06,MONTGEROULT-COURCELLES,24,95
2019-09-06,MONTIGNY-BEAUCHAMP,5173,95
2019-09-06,MONTIGNY-SUR-LOING,208,77
2019-09-06,MONTPARNASSE,103151,75
2019-09-06,MONTREUIL,3268,93
2019-09-06,MONTRY-CONDE,51,77
2019-09-06,MONTSOULT-MAFFLIERS,2089,95
2019-09-06,MORET-VENEUX-LES-SABLONS,748,77
2019-09-06,MORMANT,496,77
2019-09-06,MORTCERF,131,77
2019-09-06,MOULIN-GALANT,453,91
2019-09-06,MOUROUX,137,77
2019-09-06,MOUTON-DUVERNET,4439,75
2019-09-06,MUSEE D'ORSAY,3720,75
2019-09-06,NANGIS,1076,77
2019-09-06,NANTERRE-UNIVERSITE,370,92
2019-09-06,NANTEUIL-SAACY,664,77
2019-09-06,NATION,24041,75
2019-09-06,NATIONALE,7337,75
2019-09-06,NEMOURS-SAINT-PIERRE,1276,77
2019-09-06,NEUVILLE UNIVERSITE,4704,95
2019-09-06,NEZEL-AULNAY,75,78
2019-09-06,NOGENT-LE-PERREUX,5657,94
2019-09-06,NOINTEL-MOURS,442,95
2019-09-06,NOISY-LE-SEC,16912,93
2019-09-06,NOTRE-DAME-DE-LORETTE,8140,75
2019-09-06,NOTRE-DAME-DES-CHAMPS,6139,75
2019-09-06,OBERKAMPF,11956,75
2019-09-06,ODEON,14294,75
2019-09-06,OLYMPIADES,20855,75
2019-09-06,OPERA,24959,75
2019-09-06,ORANGIS-BOIS DE L'EPINE,3548,91
2019-09-06,ORGERUS-BEHOUST,312,78
2019-09-06,ORLY VILLE,2626,94
2019-09-06,OSNY,448,95
2019-09-06,OURCQ,11087,75
2019-09-06,OZOIR-LA-FERRIERE,2320,77
2019-09-06,PALAIS ROYAL-MUSEE DU LOUVRE,16353,75
2019-09-06,PANTIN,10582,93
2019-09-06,PARC DES EXPOSITIONS,9986,93
2019-09-06,PARMENTIER,8734,75
2019-09-06,PASSY,8999,75
2019-09-06,PASTEUR,13388,75
2019-09-06,PELLEPORT,829,75
2019-09-06,PERE LACHAISE,13480,75
2019-09-06,PEREIRE-LEVALLOIS,12526,75
2019-09-06,PERNETY,8566,75
2019-09-06,PERSAN-BEAUMONT,3704,95
2019-09-06,PETIT-JOUY-LES-LOGES,182,78
2019-09-06,PETIT-VAUX,403,91
2019-09-06,PHILIPPE AUGUSTE,4496,75
2019-09-06,PICPUS,3867,75
2019-09-06,PIERRE CURIE,4222,94
2019-09-06,PIERREFITTE T11,1058,93
2019-09-06,PIERREFITTE-STAINS,9770,93
2019-09-06,PIERRELAYE,1226,95
2019-09-06,PIGALLE,12844,75
2019-09-06,PLACE D'ITALIE,30118,75
2019-09-06,PLACE DE CLICHY,20867,75
2019-09-06,PLACE DES FETES,8162,75
2019-09-06,PLACE MONGE (JARDIN DES PLANTES),7659,75
2019-09-06,PLAISANCE,13861,75
2019-09-06,PLAISIR-GRIGNON,5036,78
2019-09-06,PLAISIR-LES-CLAYES,1296,78
2019-09-06,POISSONNIERE,9622,75
2019-09-06,POISSY,18282,78
2019-09-06,PONT DE LEVALLOIS-BECON,15710,92
2019-09-06,PONT DE NEUILLY (AVENUE DE MADRID),20905,92
2019-09-06,PONT DE RUNGIS,687,94
2019-09-06,PONT DE SEVRES,14827,92
2019-09-06,PONT-CARDINET,4012,75
2019-09-06,PONT-MARIE (CITE DES ARTS),3851,75
2019-09-06,PONT-NEUF (LA MONNAIE),3235,75
2019-09-06,PONT-PETIT,314,95
2019-09-06,PONTHIERRY-PRINGY,526,77
2019-09-06,PONTOISE,6266,95
2019-09-06,PORCHEFONTAINE,1139,78
2019-09-06,PORTE D'AUTEUIL,1254,75
2019-09-06,PORTE D'ITALIE,6332,75
2019-09-06,PORTE D'IVRY,5091,75
2019-09-06,PORTE D'ORLEANS,18031,75
2019-09-06,PORTE DAUPHINE,8469,75
2019-09-06,PORTE DE BAGNOLET,11640,75
2019-09-06,PORTE DE CHAMPERRET,8925,75
2019-09-06,PORTE DE CHARENTON,6128,75
2019-09-06,PORTE DE CHOISY,7164,75
2019-09-06,PORTE DE CLICHY,13147,75
2019-09-06,PORTE DE CLIGNANCOURT,1168,75
2019-09-06,PORTE DE LA CHAPELLE,6172,75
2019-09-06,PORTE DE LA VILLETTE,11248,75
2019-09-06,PORTE DE MONTREUIL,11193,75
2019-09-06,PORTE DE PANTIN,14690,75
2019-09-06,PORTE DE SAINT-CLOUD,13615,75
2019-09-06,PORTE DE SAINT-OUEN,11301,93
2019-09-06,PORTE DE VANVES,13521,75
2019-09-06,PORTE DE VERSAILLES,15429,75
2019-09-06,PORTE DE VINCENNES,23013,75
2019-09-06,PORTE DES LILAS,7922,75
2019-09-06,PORTE DOREE,6379,75
2019-09-06,PORTE MAILLOT,26148,75
2019-09-06,PORTE-DE-CLICHY,414,95
2019-09-06,PRE SAINT-GERVAIS,1210,75
2019-09-06,PRESLES-COURCELLES,343,95
2019-09-06,PROVINS,734,77
2019-09-06,PUTEAUX,3627,92
2019-09-06,PYRAMIDES,15973,75
2019-09-06,PYRENEES,7914,75
2019-09-06,QUAI DE LA GARE,9055,75
2019-09-06,QUAI DE LA RAPEE,3288,75
2019-09-06,QUATRE SEPTEMBRE,5752,75
2019-09-06,RAMBOUILLET,6722,78
2019-09-06,RAMBUTEAU,8454,75
2019-09-06,RANELAGH,6923,75
2019-09-06,RASPAIL,5295,75
2019-09-06,REAUMUR-SEBASTOPOL,15420,75
2019-09-06,RENNES,2746,75
2019-09-06,REPUBLIQUE,43516,75
2019-09-06,REUILLY-DIDEROT,17190,75
2019-09-06,RICHARD LENOIR,6523,75
2019-09-06,RICHELIEU-DROUOT,14001,75
2019-09-06,RIQUET,6149,75
2019-09-06,RIS-ORANGIS,1080,91
2019-09-06,ROBESPIERRE,12365,93
2019-09-06,ROISSY-EN-BRIE,3287,77
2019-09-06,ROME,7690,75
2019-09-06,ROSA PARKS,13705,75
2019-09-06,ROSNY-BOIS-PERRIER,7900,93
2019-09-06,ROSNY-SOUS-BOIS,7334,93
2019-09-06,ROSNY-SUR-SEINE,278,78
2019-09-06,RUE DE LA POMPE (AVENUE GEORGES MANDEL),9130,75
2019-09-06,RUE DES BOULETS,7603,75
2019-09-06,RUE DU BAC,6321,75
2019-09-06,SAINT-AMBROISE,7917,75
2019-09-06,SAINT-AUGUSTIN,8789,75
2019-09-06,SAINT-CHERON,586,91
2019-09-06,SAINT-CLOUD,9004,92
2019-09-06,SAINT-CYR,4847,78
2019-09-06,SAINT-DENIS,25466,93
2019-09-06,SAINT-DENIS-PORTE DE PARIS,11726,93
2019-09-06,SAINT-DENIS-UNIVERSITE,13628,93
2019-09-06,SAINT-FARGEAU,2185,75
2019-09-06,SAINT-FRANCOIS-XAVIER,5100,75
2019-09-06,SAINT-GEORGES,2668,75
2019-09-06,SAINT-GERMAIN-DES-PRES,10980,75
2019-09-06,SAINT-GRATIEN,3864,95
2019-09-06,SAINT-JACQUES,5675,75
2019-09-06,SAINT-LAZARE,248499,75
2019-09-06,SAINT-LEU-LA-FORET,2066,95
2019-09-06,SAINT-MANDE-TOURELLE,17770,94
2019-09-06,SAINT-MARCEL,6834,75
2019-09-06,SAINT-MARTIN-D'ETAMPES,503,91
2019-09-06,SAINT-MAUR,7693,94
2019-09-06,SAINT-MICHEL,10737,75
2019-09-06,SAINT-MICHEL NOTRE DAME,11859,75
2019-09-06,SAINT-MICHEL-SUR-ORGE,4681,91
2019-09-06,SAINT-NOM-LA-BRETECHE-FORET-DE-MARLY,717,78
2019-09-06,SAINT-OUEN,6003,95
2019-09-06,SAINT-OUEN-L'AUMONE,2249,95
2019-09-06,SAINT-OUEN-L'AUMONE-LIESSE,2318,95
2019-09-06,SAINT-OUEN-L'AUMONE-QUARTIER DE L'EGLISE,467,95
2019-09-06,SAINT-PAUL (LE MARAIS),14441,75
2019-09-06,SAINT-PHILIPPE-DU-ROULE,8857,75
2019-09-06,SAINT-PLACIDE,8952,75
2019-09-06,SAINT-QUENTIN-EN-YVELINES,19372,78
2019-09-06,SAINT-SEBASTIEN FROISSART,4162,75
2019-09-06,SAINT-SULPICE,6128,75
2019-09-06,SAINTE-COLOMBE-SEPTVEILLES,149,77
2019-09-06,SAINTE-GENEVIEVE-DES-BOIS,5537,91
2019-09-06,SANNOIS,4352,95
2019-09-06,SANTEUIL-LE-PERCHAY,65,95
2019-09-06,SARCELLES-SAINT-BRICE,1568,95
2019-09-06,SARTROUVILLE,15772,78
2019-09-06,SAVIGNY-LE-TEMPLE-NANDY,6469,77
2019-09-06,SAVIGNY-SUR-ORGE,10539,91
2019-09-06,SEGUR,4589,75
2019-09-06,SENTIER,9444,75
2019-09-06,SERMAISE,132,91
2019-09-06,SEUGY,76,95
2019-09-06,SEVRAN-BEAUDOTTES,11580,93
2019-09-06,SEVRAN-LIVRY,6799,93
2019-09-06,SEVRES RIVE GAUCHE,1576,92
2019-09-06,SEVRES-BABYLONE,12566,75
2019-09-06,SEVRES-LECOURBE,5686,75
2019-09-06,SEVRES-VILLE-D'AVRAY,2454,92
2019-09-06,SIMPLON,7808,75
2019-09-06,SOLFERINO,5587,75
2019-09-06,SOUPPES,663,77
2019-09-06,STADE DE FRANCE-SAINT-DENIS,12813,93
2019-09-06,STAINS CERISAIE,1773,93
2019-09-06,STALINGRAD,20663,75
2019-09-06,STRASBOURG-SAINT-DENIS,25936,75
2019-09-06,SULLY-MORLAND,4286,75
2019-09-06,SURESNES-MONT VALERIEN,3954,92
2019-09-06,SURVILLIERS-FOSSES,2882,95
2019-09-06,TACOIGNIERES-RICHEBOURG,260,78
2019-09-06,TAVERNY,1526,95
2019-09-06,TELEGRAPHE,5735,75
2019-09-06,TEMPLE,3175,75
2019-09-06,TERNES,9368,75
2019-09-06,THIEUX-NANTOUILLET,32,77
2019-09-06,THOMERY,68,77
2019-09-06,THUN-LE-PARADIS,498,95
2019-09-06,TOLBIAC,8821,75
2019-09-06,TOURNAN,2010,77
2019-09-06,TRAPPES,5805,78
2019-09-06,TRIEL-SUR-SEINE,741,78
2019-09-06,TRILPORT,904,77
2019-09-06,TRINITE-D'ESTIENNE D'ORVES,5617,75
2019-09-06,TROCADERO,16453,75
2019-09-06,TUILERIES,5514,75
2019-09-06,US,104,95
2019-09-06,VAIRES-TORCY,3258,77
2019-09-06,VAL-D'ARGENTEUIL,8267,95
2019-09-06,VALMONDOIS,501,95
2019-09-06,VANEAU,2965,75
2019-09-06,VANVES-MALAKOFF,1873,92
2019-09-06,VARENNE,3475,75
2019-09-06,VAUBOYEN,281,78
2019-09-06,VAUCELLES,577,95
2019-09-06,VAUCRESSON,1934,92
2019-09-06,VAUGIRARD (ADOLPHE CHERIOU),9927,75
2019-09-06,VAUX-SUR-SEINE,378,95
2019-09-06,VAVIN,5563,75
2019-09-06,VERNEUIL-L'ETANG,683,77
2019-09-06,VERNOU-SUR-SEINE,58,77
2019-09-06,VERNOUILLET-VERNEUIL,3460,95
2019-09-06,VERSAILLES CHATEAU,5086,78
2019-09-06,VERSAILLES RIVE DROITE,6040,78
2019-09-06,VERSAILLES-CHANTIERS,21587,78
2019-09-06,VERT-GALANT,7794,77
2019-09-06,VIARMES,330,95
2019-09-06,VICTOR HUGO,11648,75
2019-09-06,VIGNEUX-SUR-SEINE,7849,91
2019-09-06,VILLABE,219,91
2019-09-06,VILLAINES,101,95
2019-09-06,VILLEJUIF-LEO LAGRANGE,8683,94
2019-09-06,VILLEJUIF-LOUIS ARAGON,21684,94
2019-09-06,VILLEJUIF-PAUL VAILLANT-COUTURIER,7250,94
2019-09-06,VILLENEUVE-LE-ROI,2176,94
2019-09-06,VILLENEUVE-SAINT-GEORGES,15036,94
2019-09-06,VILLENEUVE-TRIAGE,943,94
2019-09-06,VILLENNES-SUR-SEINE,713,78
2019-09-06,VILLEPARISIS-MITRY-LE-NEUF,5997,77
2019-09-06,VILLEPINTE,3365,93
2019-09-06,VILLEPREUX-LES-CLAYES,2965,78
2019-09-06,VILLETANEUSE U,3207,93
2019-09-06,VILLIERS,16213,75
2019-09-06,VILLIERS-LE-BEL-GONESSE-ARNOUVILLE,14844,95
2019-09-06,VILLIERS-MONTBARBIN,72,77
2019-09-06,VILLIERS-NEAUPHLE PONTCHARTRAIN,1077,78
2019-09-06,VILLIERS-SUR-MARNE-PLESSIS-TREVISE,12094,94
2019-09-06,VIROFLAY RIVE DROITE,2576,78
2019-09-06,VIROFLAY RIVE GAUCHE,6029,78
2019-09-06,VIRY-CHATILLON,1248,91
2019-09-06,VITRY-SUR-SEINE,6745,94
2019-09-06,VOLONTAIRES,6847,75
2019-09-06,VOLTAIRE (LEON BLUM),13972,75
2019-09-06,VOSVES,29,91
2019-09-06,VULAINES-SUR-SEINE-SAMOREAU,74,77
2019-09-06,WAGRAM,361,75
2019-09-06,YERRES,5820,91
2019-09-07,ABBESSES,3217,75
2019-09-07,ABLON,725,91
2019-09-07,ACHERES-GRAND-CORMIER,56,78
2019-09-07,ACHERES-VILLE,2828,78
2019-09-07,AEROPORT CHARLES DE GAULLE 1,5576,93
2019-09-07,AEROPORT CHARLES DE GAULLE 2-TGV,6580,93
2019-09-07,ALESIA,8991,75
2019-09-07,ALEXANDRE DUMAS,6171,75
2019-09-07,ALMA-MARCEAU,5041,75
2019-09-07,ANATOLE FRANCE,3565,92
2019-09-07,ANDRESY,160,78
2019-09-07,ANGERVILLE,55,91
2019-09-07,ANVERS,8479,75
2019-09-07,ARGENTEUIL,11779,95
2019-09-07,ARGENTINE,3432,75
2019-09-07,ARPAJON,705,91
2019-09-07,ARTS ET METIERS,7395,75
2019-09-07,ASNIERES,3648,92
2019-09-07,ASSEMBLEE NATIONALE,829,75
2019-09-07,ATHIS-MONS,807,91
2019-09-07,AUBERGENVILLE-ELISABETHVILLE,821,95
2019-09-07,AUBERVILLIERS-PANTIN (QUATRE CHEMINS),16889,93
2019-09-07,AULNAY-SOUS-BOIS,14807,93
2019-09-07,AUSTERLITZ,16531,75
2019-09-07,AUVERS-SUR-OISE,55,95
2019-09-07,AVENUE DU PRESIDENT KENNEDY,601,75
2019-09-07,AVENUE EMILE ZOLA,2952,75
2019-09-07,AVENUE FOCH,496,75
2019-09-07,AVENUE HENRI MARTIN,533,75
2019-09-07,AVRON,4124,75
2019-09-07,BAGNEUX-SUR-LOING,37,77
2019-09-07,BALARD,6018,75
2019-09-07,BALLANCOURT,57,91
2019-09-07,BARBES-ROCHECHOUART,21463,75
2019-09-07,BASILIQUE DE SAINT-DENIS,7533,93
2019-09-07,BASTILLE,24783,75
2019-09-07,BECON-LES-BRUYERES,3059,92
2019-09-07,BEL-AIR,3005,75
2019-09-07,BELLEVILLE,23275,75
2019-09-07,BELLEVUE,743,92
2019-09-07,BELLOY-SAINT-MARTIN,59,95
2019-09-07,BERAULT,4320,93
2019-09-07,BERCY,6609,75
2019-09-07,BESSANCOURT,181,95
2019-09-07,BEYNES,138,78
2019-09-07,BIBLIOTHEQUE FRANCOIS MITTERRAND,18058,75
2019-09-07,BIEVRES,204,91
2019-09-07,BILLANCOURT,3404,92
2019-09-07,BIR-HAKEIM (GRENELLE),6301,75
2019-09-07,BLANC-MESNIL,3152,93
2019-09-07,BLANCHE,6435,75
2019-09-07,BOBIGNY-PABLO PICASSO,10673,93
2019-09-07,BOBIGNY-PANTIN (RAYMOND QUENEAU),3942,93
2019-09-07,BOIGNEVILLE,5,91
2019-09-07,BOIS-COLOMBES,4017,92
2019-09-07,BOIS-LE-ROI,347,77
2019-09-07,BOISSIERE,1966,75
2019-09-07,BOISSISE-LE-ROI,48,77
2019-09-07,BOISSY-L'AILLERIE,21,95
2019-09-07,BOLIVAR,704,75
2019-09-07,BONDY,4875,93
2019-09-07,BONNE NOUVELLE,5440,75
2019-09-07,BONNIERES,143,78
2019-09-07,BOTZARIS,1697,75
2019-09-07,BOUCICAUT,5432,75
2019-09-07,BOUFFEMONT-MOISSELLES,391,95
2019-09-07,BOUGIVAL,120,78
2019-09-07,BOULAINVILLIERS,630,75
2019-09-07,BOULEVARD VICTOR,805,75
2019-09-07,BOULOGNE-JEAN JAURES,5075,92
2019-09-07,BOULOGNE-PONT DE SAINT CLOUD,5355,92
2019-09-07,BOURAY,352,91
2019-09-07,BOURGET T11,1880,93
2019-09-07,BOURRON-MARLOTTE-GREZ,49,77
2019-09-07,BOURSE,3106,75
2019-09-07,BOUSSY-SAINT-ANTOINE,2501,94
2019-09-07,BOUTIGNY-SUR-ESSONNE,60,91
2019-09-07,BREGUET-SABIN,3614,75
2019-09-07,BRETIGNY,3668,91
2019-09-07,BREUILLET-BRUYERES-LE-CHATEL,141,91
2019-09-07,BREUILLET-VILLAGE,216,91
2019-09-07,BREVAL,63,78
2019-09-07,BROCHANT,5842,75
2019-09-07,BRUNOY,1029,77
2019-09-07,BRUYERES-SUR-OISE,41,95
2019-09-07,BUNO-GIRONVILLE,28,91
2019-09-07,BUTTES-CHAUMONT,756,75
2019-09-07,BUZENVAL,3823,75
2019-09-07,CADET,4585,75
2019-09-07,CAMBRONNE,3699,75
2019-09-07,CAMPO-FORMIO,2015,75
2019-09-07,CARDINAL-LEMOINE,3022,75
2019-09-07,CARREFOUR PLEYEL,2708,93
2019-09-07,CENSIER-DAUBENTON,4322,75
2019-09-07,CERGY LE HAUT,3943,95
2019-09-07,CERGY-PREFECTURE,9015,95
2019-09-07,CERGY-SAINT-CHRISTOPHE,3808,95
2019-09-07,CERNAY,1309,95
2019-09-07,CESSON,599,77
2019-09-07,CHAMARANDE,78,91
2019-09-07,CHAMP DE COURSES D'ENGHIEN,1745,95
2019-09-07,CHAMP DE MARS-TOUR EIFFEL,2941,75
2019-09-07,CHAMPAGNE-SUR-OISE,98,95
2019-09-07,CHAMPAGNE-SUR-SEINE,201,77
2019-09-07,CHAMPBENOIST-POIGNY,111,77
2019-09-07,CHAMPS-ELYSEES-CLEMENCEAU,4064,75
2019-09-07,CHANGIS-SAINT-JEAN,103,77
2019-09-07,CHANTELOUP-LES-VIGNES,289,78
2019-09-07,CHAPONVAL,22,95
2019-09-07,CHARDON-LAGACHE,1043,75
2019-09-07,CHARENTON-ECOLES,4799,94
2019-09-07,CHARLES DE GAULLE ETOILE,8452,75
2019-09-07,CHARLES MICHELS,9193,75
2019-09-07,CHARONNE,6901,75
2019-09-07,CHARS,52,95
2019-09-07,CHARTRETTES,28,77
2019-09-07,CHATEAU D'EAU,9120,75
2019-09-07,CHATEAU DE VINCENNES,9518,94
2019-09-07,CHATEAU ROUGE,20943,75
2019-09-07,CHATEAU-LANDON,1880,75
2019-09-07,CHATELET,21773,75
2019-09-07,CHATELET-LES HALLES,26538,75
2019-09-07,CHATILLON-MONTROUGE,9906,92
2019-09-07,CHAUSSEE D'ANTIN (LA FAYETTE),10974,75
2019-09-07,CHAVILLE RIVE DROITE,485,78
2019-09-07,CHAVILLE RIVE GAUCHE,779,78
2019-09-07,CHAVILLE-VELIZY,1091,78
2019-09-07,CHELLES-GOURNAY,7288,77
2019-09-07,CHEMIN D'ANTONY,155,
2019-09-07,CHEMIN VERT,2352,75
2019-09-07,CHENAY-GAGNY,1223,93
2019-09-07,CHEVALERET,4982,75
2019-09-07,CHILLY-MAZARIN,276,91
2019-09-07,CHOISY-LE-ROI,8319,94
2019-09-07,CITE,1571,75
2019-09-07,CLAMART,1394,92
2019-09-07,CLICHY-LEVALLOIS,5430,92
2019-09-07,COIGNIERES,271,78
2019-09-07,COLOMBES,4253,92
2019-09-07,COLONEL FABIEN,7141,75
2019-09-07,COMBS-LA-VILLE-QUINCY,2361,77
2019-09-07,COMMERCE,5301,75
2019-09-07,COMPANS,10,77
2019-09-07,CONCORDE,7681,75
2019-09-07,CONFLANS-FIN-D'OISE,3570,78
2019-09-07,CONFLANS-SAINTE-HONORINE,1558,78
2019-09-07,CONVENTION,6145,75
2019-09-07,CORBEIL-ESSONNES,2860,91
2019-09-07,CORENTIN CARIOU,3951,75
2019-09-07,CORENTIN-CELTON,5278,92
2019-09-07,CORMEILLES-EN-PARISIS,76,95
2019-09-07,CORVISART,3890,75
2019-09-07,COUDRAY-MONTCEAUX,27,91
2019-09-07,COUILLY-SAINT-GERMAIN-QUINCY,48,77
2019-09-07,COULOMMIERS,518,77
2019-09-07,COUR SAINT-EMILION,8659,75
2019-09-07,COURBEVOIE,2022,92
2019-09-07,COURCELLES,2687,75
2019-09-07,COURONNES,5982,75
2019-09-07,CRECY-EN-BRIE-LA-CHAPELLE,89,77
2019-09-07,CRETEIL POMP,5701,94
2019-09-07,CRETEIL-L'ECHAT (HOPITAL MONDOR),2322,94
2019-09-07,CRETEIL-P. LAC,4715,94
2019-09-07,CRETEIL-PREFECTURE (HOTEL DE VILLE),10735,94
2019-09-07,CRETEIL-UNIVERSITE,5936,94
2019-09-07,CRIMEE,10320,75
2019-09-07,CROIX DE CHAVAUX (JACQUES DUCLOS),10658,93
2019-09-07,CROUY-SUR-OURCQ,89,77
2019-09-07,DAMMARTIN-JUILLY-SAINT-MARD,90,77
2019-09-07,DANUBE,898,75
2019-09-07,DAUMESNIL,9586,75
2019-09-07,DENFERT-ROCHEREAU,7530,75
2019-09-07,DEUIL-MONTMAGNY,1539,95
2019-09-07,DOMONT,1395,95
2019-09-07,DOURDAN,540,91
2019-09-07,DOURDAN-LA-FORET,15,91
2019-09-07,DRANCY,6318,93
2019-09-07,DUGNY COURNEUVE,420,93
2019-09-07,DUGOMMIER,4664,75
2019-09-07,DUPLEIX,4541,75
2019-09-07,DUROC,5011,75
2019-09-07,ECOLE MILITAIRE,6833,75
2019-09-07,ECOLE VETERINAIRE DE MAISONS-ALFORT,5321,94
2019-09-07,ECOUEN-EZANVILLE,903,95
2019-09-07,EDGAR QUINET,3735,75
2019-09-07,EGLISE D'AUTEUIL,262,75
2019-09-07,EGLISE DE PANTIN,4402,93
2019-09-07,EGLY,139,91
2019-09-07,EMERAINVILLE-PONTAULT-COMBAULT,2525,77
2019-09-07,ENGHIEN-LES-BAINS,5573,95
2019-09-07,EPINAY SUR ST11,2361,93
2019-09-07,EPINAY VIL T11,1079,93
2019-09-07,EPINAY-SUR-ORGE,1726,91
2019-09-07,EPINAY-SUR-SEINE,1156,95
2019-09-07,EPINAY-VILLETANEUSE,5094,95
2019-09-07,EPLUCHES,28,95
2019-09-07,EPONE-MEZIERES,365,78
2019-09-07,ERAGNY-NEUVILLE,305,95
2019-09-07,ERMONT-EAUBONNE,6091,95
2019-09-07,ERMONT-HALTE,231,95
2019-09-07,ESBLY,749,77
2019-09-07,ESPLANADE DE LA DEFENSE,5926,92
2019-09-07,ESSONNES-ROBINSON,118,91
2019-09-07,ETAMPES,1607,91
2019-09-07,ETIENNE-MARCEL,5672,75
2019-09-07,ETRECHY,271,91
2019-09-07,EUROPE,1703,75
2019-09-07,EVRY,311,91
2019-09-07,EVRY-COURCOURONNES,8885,91
2019-09-07,EXELMANS,3326,75
2019-09-07,FAIDHERBE-CHALIGNY,5034,75
2019-09-07,FALGUIERE,1223,75
2019-09-07,FAREMOUTIERS-POMMEUSE,128,77
2019-09-07,FELIX FAURE,2639,75
2019-09-07,FILLES DU CALVAIRE,2851,75
2019-09-07,FONTAINE-LE-PORT,21,77
2019-09-07,FONTAINEBLEAU-AVON,1099,77
2019-09-07,FONTENAY-LE-FLEURY,806,78
2019-09-07,FORT D'AUBERVILLIERS,8577,93
2019-09-07,FR. POPULAIRE,5440,93
2019-09-07,FRANCONVILLE-LE-PLESSIS-BOUCHARD,2450,95
2019-09-07,FRANKLIN-D.ROOSEVELT,12109,75
2019-09-07,FRATERNELLE,183,94
2019-09-07,FREPILLON,118,95
2019-09-07,GABRIEL PERI-ASNIERES-GENNEVILLIERS,8432,92
2019-09-07,GAGNY,3285,93
2019-09-07,GAITE,3659,75
2019-09-07,GALLIENI (PARC DE BAGNOLET),11230,93
2019-09-07,GAMBETTA,11725,75
2019-09-07,GARANCIERES-LA QUEUE,135,78
2019-09-07,GARCHES-MARNES-LA-COQUETTE,1164,92
2019-09-07,GARE DE GENNEVILLIERS,427,95
2019-09-07,GARE DE L'EST,100804,75
2019-09-07,GARE DE LYON,27194,75
2019-09-07,GARE DU NORD,65242,75
2019-09-07,GARGENVILLE,178,95
2019-09-07,GARGES-SARCELLES,14759,95
2019-09-07,GARIBALDI,6221,93
2019-09-07,GAZERAN,10,78
2019-09-07,GEORGE V,7185,75
2019-09-07,GLACIERE,6281,75
2019-09-07,GONCOURT (HOPITAL SAINT-LOUIS),4449,75
2019-09-07,GOUSSAINVILLE,5234,95
2019-09-07,GRANDS BOULEVARDS (RUE MONTMARTRE),8452,75
2019-09-07,GRAVIGNY-BALIZY,193,91
2019-09-07,GRETZ-ARMAINVILLIERS,364,77
2019-09-07,GRIGNY-CENTRE,5765,91
2019-09-07,GROS-NOYER-SAINT-PRIX,526,95
2019-09-07,GROSLAY,654,95
2019-09-07,GUERARD-LA-CELLE-SUR-MORIN,39,77
2019-09-07,GUILLERVAL,10,91
2019-09-07,GUY MOQUET,7765,75
2019-09-07,HAUSSMANN-SAINT-LAZARE,1480,75
2019-09-07,HAVRE-CAUMARTIN,9269,75
2019-09-07,HERBLAY,43,95
2019-09-07,HERICY,36,77
2019-09-07,HOCHE,6517,93
2019-09-07,HOTEL DE VILLE,24818,75
2019-09-07,HOUDAN,398,78
2019-09-07,HOUILLES-CARRIERES-SUR-SEINE,7058,78
2019-09-07,IENA,2839,75
2019-09-07,IGNY,182,91
2019-09-07,INVALIDES,6064,75
2019-09-07,ISLES-ARMENTIERES-CONGIS,60,77
2019-09-07,ISSOU-PORCHEVILLE,87,78
2019-09-07,ISSY,1117,92
2019-09-07,ISSY-VAL DE SEINE,2343,92
2019-09-07,IVRY-SUR-SEINE,2234,94
2019-09-07,Inconnu,4064,
2019-09-07,JACQUES BONSERGENT,3796,75
2019-09-07,JASMIN,1998,75
2019-09-07,JAURES,13167,75
2019-09-07,JAVEL,5232,75
2019-09-07,JOURDAIN,5408,75
2019-09-07,JOUY-EN-JOSAS,229,78
2019-09-07,JULES JOFFRIN,7080,75
2019-09-07,JUSSIEU,4469,75
2019-09-07,JUVISY,8148,91
2019-09-07,JUZIERS,87,95
2019-09-07,KLEBER,986,75
2019-09-07,L'ETANG-LA-VILLE,86,78
2019-09-07,L'ISLE-ADAM-PARMAIN,293,95
2019-09-07,LA BARRE-ORMESSON,1266,95
2019-09-07,LA CELLE-SAINT-CLOUD,403,92
2019-09-07,LA CHAPELLE,14189,75
2019-09-07,LA COURNEUVE 8 MAI 1945,14191,93
2019-09-07,LA COURNEUVE-AUBERVILLIERS,9215,93
2019-09-07,LA DEFENSE-GRANDE ARCHE,31497,92
2019-09-07,LA FERTE-ALAIS,106,91
2019-09-07,LA FERTE-SOUS-JOUARRE,673,77
2019-09-07,LA FOURCHE,5111,75
2019-09-07,LA FRETTE-MONTIGNY,5,95
2019-09-07,LA GARENNE-COLOMBES,2585,92
2019-09-07,LA GRANDE PAROISSE,45,77
