DATE,STATION_NAME,NB_VALID,DEPARTEMENT
2019-08-19,MOULIN-GALANT,322,91
2019-08-19,MOUROUX,88,77
2019-08-19,MOUTON-DUVERNET,2253,75
2019-08-19,NANGIS,1109,77
2019-08-19,NANTERRE-UNIVERSITE,231,92
2019-08-19,NANTEUIL-SAACY,452,77
2019-08-19,NATION,12653,75
2019-08-19,NATIONALE,4108,75
2019-08-19,NEMOURS-SAINT-PIERRE,923,77
2019-08-19,NEUVILLE UNIVERSITE,2373,95
2019-08-19,NEZEL-AULNAY,64,78
2019-08-19,NOGENT-LE-PERREUX,2708,94
2019-08-19,NOINTEL-MOURS,271,95
2019-08-19,NOISY-LE-SEC,10327,93
2019-08-19,NOTRE-DAME-DE-LORETTE,3811,75
2019-08-19,NOTRE-DAME-DES-CHAMPS,1533,75
2019-08-19,OBERKAMPF,6099,75
2019-08-19,ODEON,7269,75
2019-08-19,OLYMPIADES,12519,75
2019-08-19,OPERA,17184,75
2019-08-19,ORANGIS-BOIS DE L'EPINE,2329,91
2019-08-19,ORGERUS-BEHOUST,166,78
2019-08-19,ORLY VILLE,1596,94
2019-08-19,OSNY,159,95
2019-08-19,OURCQ,6078,75
2019-08-19,OZOIR-LA-FERRIERE,1430,77
2019-08-19,PALAIS ROYAL-MUSEE DU LOUVRE,10354,75
2019-08-19,PANTIN,5758,93
2019-08-19,PARC DES EXPOSITIONS,3287,93
2019-08-19,PARMENTIER,3942,75
2019-08-19,PASTEUR,3571,75
2019-08-19,PELLEPORT,512,75
2019-08-19,PERE LACHAISE,7113,75
2019-08-19,PEREIRE-LEVALLOIS,6043,75
2019-08-19,PERNETY,4749,75
2019-08-19,PERSAN-BEAUMONT,2614,95
2019-08-19,PETIT-JOUY-LES-LOGES,86,78
2019-08-19,PETIT-VAUX,192,91
2019-08-19,PHILIPPE AUGUSTE,2297,75
2019-08-19,PICPUS,1814,75
2019-08-19,PIERRE CURIE,2550,94
2019-08-19,PIERREFITTE T11,803,93
2019-08-19,PIERREFITTE-STAINS,7505,93
2019-08-19,PIERRELAYE,710,95
2019-08-19,PIGALLE,6471,75
2019-08-19,PLACE D'ITALIE,16010,75
2019-08-19,PLACE DE CLICHY,11935,75
2019-08-19,PLACE DES FETES,4810,75
2019-08-19,PLACE MONGE (JARDIN DES PLANTES),3326,75
2019-08-19,PLAISANCE,8399,75
2019-08-19,PLAISIR-GRIGNON,2852,78
2019-08-19,PLAISIR-LES-CLAYES,1077,78
2019-08-19,POISSONNIERE,4771,75
2019-08-19,POISSY,9415,78
2019-08-19,PONT DE LEVALLOIS-BECON,8902,92
2019-08-19,PONT DE NEUILLY (AVENUE DE MADRID),9949,92
2019-08-19,PONT DE RUNGIS,623,94
2019-08-19,PONT DE SEVRES,9957,92
2019-08-19,PONT-CARDINET,2065,75
2019-08-19,PONT-MARIE (CITE DES ARTS),2100,75
2019-08-19,PONT-NEUF (LA MONNAIE),2040,75
2019-08-19,PONT-PETIT,58,95
2019-08-19,PONTHIERRY-PRINGY,297,77
2019-08-19,PONTOISE,4938,95
2019-08-19,PORCHEFONTAINE,485,78
2019-08-19,PORTE D'AUTEUIL,777,75
2019-08-19,PORTE D'ITALIE,5035,75
2019-08-19,PORTE D'IVRY,4978,75
2019-08-19,PORTE D'ORLEANS,11429,75
2019-08-19,PORTE DAUPHINE,3853,75
2019-08-19,PORTE DE BAGNOLET,6940,75
2019-08-19,PORTE DE CHAMPERRET,4686,75
2019-08-19,PORTE DE CHARENTON,3033,75
2019-08-19,PORTE DE CHOISY,5374,75
2019-08-19,PORTE DE CLICHY,10020,75
2019-08-19,PORTE DE CLIGNANCOURT,16234,75
2019-08-19,PORTE DE LA CHAPELLE,5534,75
2019-08-19,PORTE DE LA VILLETTE,7782,75
2019-08-19,PORTE DE MONTREUIL,9465,75
2019-08-19,PORTE DE PANTIN,8534,75
2019-08-19,PORTE DE SAINT-CLOUD,8133,75
2019-08-19,PORTE DE SAINT-OUEN,7311,93
2019-08-19,PORTE DE VANVES,8302,75
2019-08-19,PORTE DE VERSAILLES,5902,75
2019-08-19,PORTE DE VINCENNES,13037,75
2019-08-19,PORTE DES LILAS,5796,75
2019-08-19,PORTE DOREE,3868,75
2019-08-19,PORTE MAILLOT,18653,75
2019-08-19,PORTE-DE-CLICHY,3549,95
2019-08-19,PRE SAINT-GERVAIS,701,75
2019-08-19,PRESLES-COURCELLES,187,95
2019-08-19,PROVINS,27,77
2019-08-19,PUTEAUX,2246,92
2019-08-19,PYRAMIDES,10069,75
2019-08-19,PYRENEES,3933,75
2019-08-19,QUAI DE LA GARE,5958,75
2019-08-19,QUAI DE LA RAPEE,2156,75
2019-08-19,QUATRE SEPTEMBRE,3548,75
2019-08-19,RAMBOUILLET,3809,78
2019-08-19,RAMBUTEAU,5349,75
2019-08-19,RANELAGH,2931,75
2019-08-19,RASPAIL,1734,75
2019-08-19,REAUMUR-SEBASTOPOL,8729,75
2019-08-19,RENNES,1093,75
2019-08-19,REPUBLIQUE,26145,75
2019-08-19,REUILLY-DIDEROT,10081,75
2019-08-19,RICHARD LENOIR,3248,75
2019-08-19,RICHELIEU-DROUOT,7824,75
2019-08-19,RIQUET,3931,75
2019-08-19,RIS-ORANGIS,718,91
2019-08-19,ROBESPIERRE,7878,93
2019-08-19,ROISSY-EN-BRIE,1909,77
2019-08-19,ROME,3582,75
2019-08-19,ROSA PARKS,7531,75
2019-08-19,ROSNY-BOIS-PERRIER,5412,93
2019-08-19,ROSNY-SOUS-BOIS,3236,93
2019-08-19,ROSNY-SUR-SEINE,181,78
2019-08-19,RUE DE LA POMPE (AVENUE GEORGES MANDEL),4754,75
2019-08-19,RUE DES BOULETS,4050,75
2019-08-19,RUE DU BAC,2782,75
2019-08-19,SAINT-AMBROISE,4132,75
2019-08-19,SAINT-AUGUSTIN,5082,75
2019-08-19,SAINT-CHERON,218,91
2019-08-19,SAINT-CLOUD,4909,92
2019-08-19,SAINT-CYR,2865,78
2019-08-19,SAINT-DENIS,22619,93
2019-08-19,SAINT-DENIS-PORTE DE PARIS,9076,93
2019-08-19,SAINT-DENIS-UNIVERSITE,9319,93
2019-08-19,SAINT-FARGEAU,1337,75
2019-08-19,SAINT-FRANCOIS-XAVIER,2318,75
2019-08-19,SAINT-GEORGES,1231,75
2019-08-19,SAINT-GERMAIN-DES-PRES,4709,75
2019-08-19,SAINT-GRATIEN,2267,95
2019-08-19,SAINT-LAZARE,179768,75
2019-08-19,SAINT-LEU-LA-FORET,954,95
2019-08-19,SAINT-MANDE-TOURELLE,10362,94
2019-08-19,SAINT-MARCEL,3619,75
2019-08-19,SAINT-MARTIN-D'ETAMPES,366,91
2019-08-19,SAINT-MAUR,3974,94
2019-08-19,SAINT-MICHEL,6477,75
2019-08-19,SAINT-MICHEL NOTRE DAME,5955,75
2019-08-19,SAINT-MICHEL-SUR-ORGE,2741,91
2019-08-19,SAINT-NOM-LA-BRETECHE-FORET-DE-MARLY,388,78
2019-08-19,SAINT-OUEN,3482,95
2019-08-19,SAINT-OUEN-L'AUMONE,1483,95
2019-08-19,SAINT-OUEN-L'AUMONE-LIESSE,1479,95
2019-08-19,SAINT-OUEN-L'AUMONE-QUARTIER DE L'EGLISE,335,95
2019-08-19,SAINT-PAUL (LE MARAIS),6976,75
2019-08-19,SAINT-PHILIPPE-DU-ROULE,5022,75
2019-08-19,SAINT-PLACIDE,3884,75
2019-08-19,SAINT-QUENTIN-EN-YVELINES,12104,78
2019-08-19,SAINT-SEBASTIEN FROISSART,1725,75
2019-08-19,SAINT-SULPICE,2769,75
2019-08-19,SAINTE-COLOMBE-SEPTVEILLES,5,77
2019-08-19,SAINTE-GENEVIEVE-DES-BOIS,3256,91
2019-08-19,SANNOIS,37,95
2019-08-19,SANTEUIL-LE-PERCHAY,32,95
2019-08-19,SARCELLES-SAINT-BRICE,938,95
2019-08-19,SARTROUVILLE,9218,78
2019-08-19,SAVIGNY-LE-TEMPLE-NANDY,3918,77
2019-08-19,SAVIGNY-SUR-ORGE,5803,91
2019-08-19,SEGUR,3029,75
2019-08-19,SENTIER,5133,75
2019-08-19,SERMAISE,75,91
2019-08-19,SEUGY,56,95
2019-08-19,SEVRAN-BEAUDOTTES,8970,93
2019-08-19,SEVRAN-LIVRY,4504,93
2019-08-19,SEVRES RIVE GAUCHE,694,92
2019-08-19,SEVRES-BABYLONE,5806,75
2019-08-19,SEVRES-VILLE-D'AVRAY,1069,92
2019-08-19,SIMPLON,4493,75
2019-08-19,SOLFERINO,2251,75
2019-08-19,SOUPPES,523,77
2019-08-19,STADE DE FRANCE-SAINT-DENIS,9228,93
2019-08-19,STAINS CERISAIE,1272,93
2019-08-19,STALINGRAD,13429,75
2019-08-19,STRASBOURG-SAINT-DENIS,15812,75
2019-08-19,SULLY-MORLAND,1849,75
2019-08-19,SURESNES-MONT VALERIEN,2304,92
2019-08-19,SURVILLIERS-FOSSES,1889,95
2019-08-19,TACOIGNIERES-RICHEBOURG,142,78
2019-08-19,TAVERNY,743,95
2019-08-19,TELEGRAPHE,3225,75
2019-08-19,TEMPLE,1433,75
2019-08-19,TERNES,4588,75
2019-08-19,THIEUX-NANTOUILLET,10,77
2019-08-19,THOMERY,57,77
2019-08-19,THUN-LE-PARADIS,273,95
2019-08-19,TOLBIAC,5121,75
2019-08-19,TOURNAN,1105,77
2019-08-19,TRAPPES,3854,78
2019-08-19,TRIEL-SUR-SEINE,421,78
2019-08-19,TRILPORT,569,77
2019-08-19,TRINITE-D'ESTIENNE D'ORVES,3173,75
2019-08-19,TROCADERO,12483,75
2019-08-19,TUILERIES,3875,75
2019-08-19,US,58,95
2019-08-19,VAIRES-TORCY,2190,77
2019-08-19,VAL-D'ARGENTEUIL,4481,95
2019-08-19,VALMONDOIS,232,95
2019-08-19,VANEAU,1235,75
2019-08-19,VANVES-MALAKOFF,1090,92
2019-08-19,VARENNE,1743,75
2019-08-19,VAUBOYEN,113,78
2019-08-19,VAUCELLES,307,95
2019-08-19,VAUCRESSON,864,92
2019-08-19,VAUGIRARD (ADOLPHE CHERIOU),5004,75
2019-08-19,VAUX-SUR-SEINE,230,95
2019-08-19,VAVIN,2147,75
2019-08-19,VERNEUIL-L'ETANG,435,77
2019-08-19,VERNOU-SUR-SEINE,33,77
2019-08-19,VERNOUILLET-VERNEUIL,1946,95
2019-08-19,VERSAILLES CHATEAU,1872,78
2019-08-19,VERSAILLES RIVE DROITE,3438,78
2019-08-19,VERSAILLES-CHANTIERS,11516,78
2019-08-19,VERT-GALANT,5007,77
2019-08-19,VIARMES,104,95
2019-08-19,VICTOR HUGO,6324,75
2019-08-19,VIGNEUX-SUR-SEINE,5085,91
2019-08-19,VILLABE,95,91
2019-08-19,VILLAINES,27,95
2019-08-19,VILLEJUIF-LEO LAGRANGE,4964,94
2019-08-19,VILLEJUIF-LOUIS ARAGON,14157,94
2019-08-19,VILLEJUIF-PAUL VAILLANT-COUTURIER,4330,94
2019-08-19,VILLENEUVE-LE-ROI,1286,94
2019-08-19,VILLENEUVE-SAINT-GEORGES,10078,94
2019-08-19,VILLENEUVE-TRIAGE,702,94
2019-08-19,VILLENNES-SUR-SEINE,345,78
2019-08-19,VILLEPARISIS-MITRY-LE-NEUF,3717,77
2019-08-19,VILLEPINTE,2241,93
2019-08-19,VILLEPREUX-LES-CLAYES,1465,78
2019-08-19,VILLETANEUSE U,1240,93
2019-08-19,VILLIERS,7315,75
2019-08-19,VILLIERS-LE-BEL-GONESSE-ARNOUVILLE,10513,95
2019-08-19,VILLIERS-MONTBARBIN,39,77
2019-08-19,VILLIERS-NEAUPHLE PONTCHARTRAIN,467,78
2019-08-19,VILLIERS-SUR-MARNE-PLESSIS-TREVISE,7284,94
2019-08-19,VIROFLAY RIVE DROITE,1644,78
2019-08-19,VIROFLAY RIVE GAUCHE,3130,78
2019-08-19,VIRY-CHATILLON,960,91
2019-08-19,VITRY-SUR-SEINE,3843,94
2019-08-19,VOLONTAIRES,4244,75
2019-08-19,VOLTAIRE (LEON BLUM),7280,75
2019-08-19,VOSVES,16,91
2019-08-19,VULAINES-SUR-SEINE-SAMOREAU,40,77
2019-08-19,WAGRAM,3295,75
2019-08-19,YERRES,3399,91
2019-08-20,ABBESSES,2454,75
2019-08-20,ABLON,886,91
2019-08-20,ACHERES-GRAND-CORMIER,65,78
2019-08-20,ACHERES-VILLE,4010,78
2019-08-20,AEROPORT CHARLES DE GAULLE 1,7735,93
2019-08-20,AEROPORT CHARLES DE GAULLE 2-TGV,8993,93
2019-08-20,ALESIA,7504,75
2019-08-20,ALEXANDRE DUMAS,5411,75
2019-08-20,ALMA-MARCEAU,6235,75
2019-08-20,ANATOLE FRANCE,5854,92
2019-08-20,ANDRESY,369,78
2019-08-20,ANGERVILLE,174,91
2019-08-20,ANVERS,7289,75
2019-08-20,ARGENTEUIL,11664,95
2019-08-20,ARGENTINE,4624,75
2019-08-20,ARPAJON,1035,91
2019-08-20,ARTS ET METIERS,5860,75
2019-08-20,ASNIERES,4552,92
2019-08-20,ASSEMBLEE NATIONALE,1743,75
2019-08-20,ATHIS-MONS,1197,91
2019-08-20,AUBERGENVILLE-ELISABETHVILLE,1206,95
2019-08-20,AUBERVILLIERS-PANTIN (QUATRE CHEMINS),16654,93
2019-08-20,AULNAY-SOUS-BOIS,11201,93
2019-08-20,AUSTERLITZ,24856,75
2019-08-20,AUVERS-SUR-OISE,54,95
2019-08-20,AVENUE EMILE ZOLA,2302,75
2019-08-20,AVENUE FOCH,612,75
2019-08-20,AVENUE HENRI MARTIN,1925,75
2019-08-20,AVRON,3308,75
2019-08-20,BAGNEUX-SUR-LOING,47,77
2019-08-20,BALARD,13692,75
2019-08-20,BALLANCOURT,306,91
2019-08-20,BARBES-ROCHECHOUART,15515,75
2019-08-20,BASILIQUE DE SAINT-DENIS,8575,93
2019-08-20,BASTILLE,17965,75
2019-08-20,BECON-LES-BRUYERES,4873,92
2019-08-20,BEL-AIR,3901,75
2019-08-20,BELLEVILLE,20395,75
2019-08-20,BELLEVUE,875,92
2019-08-20,BELLOY-SAINT-MARTIN,114,95
2019-08-20,BERAULT,7178,93
2019-08-20,BERCY,9209,75
2019-08-20,BESSANCOURT,430,95
2019-08-20,BEYNES,109,78
2019-08-20,BIBLIOTHEQUE FRANCOIS MITTERRAND,24616,75
2019-08-20,BIEVRES,305,91
2019-08-20,BILLANCOURT,5702,92
2019-08-20,BLANC-MESNIL,3609,93
2019-08-20,BLANCHE,4460,75
2019-08-20,BOBIGNY-PABLO PICASSO,19127,93
2019-08-20,BOBIGNY-PANTIN (RAYMOND QUENEAU),6619,93
2019-08-20,BOIGNEVILLE,28,91
2019-08-20,BOIS-COLOMBES,4069,92
2019-08-20,BOIS-LE-ROI,595,77
2019-08-20,BOISSIERE,1562,75
2019-08-20,BOISSISE-LE-ROI,68,77
2019-08-20,BOISSY-L'AILLERIE,81,95
2019-08-20,BOLIVAR,746,75
2019-08-20,BONDY,5466,93
2019-08-20,BONNE NOUVELLE,7155,75
2019-08-20,BONNIERES,372,78
2019-08-20,BOTZARIS,1480,75
2019-08-20,BOUCICAUT,5242,75
2019-08-20,BOUFFEMONT-MOISSELLES,536,95
2019-08-20,BOUGIVAL,474,78
2019-08-20,BOULEVARD VICTOR,2103,75
2019-08-20,BOULOGNE-JEAN JAURES,5730,92
2019-08-20,BOULOGNE-PONT DE SAINT CLOUD,5008,92
2019-08-20,BOURAY,1334,91
2019-08-20,BOURGET T11,2206,93
2019-08-20,BOURRON-MARLOTTE-GREZ,78,77
2019-08-20,BOURSE,6477,75
2019-08-20,BOUSSY-SAINT-ANTOINE,3509,94
2019-08-20,BOUTIGNY-SUR-ESSONNE,101,91
2019-08-20,BREGUET-SABIN,2985,75
2019-08-20,BRETIGNY,3403,91
2019-08-20,BREUILLET-BRUYERES-LE-CHATEL,263,91
2019-08-20,BREUILLET-VILLAGE,320,91
2019-08-20,BREVAL,220,78
2019-08-20,BROCHANT,4990,75
2019-08-20,BRUNOY,4030,77
2019-08-20,BRUYERES-SUR-OISE,47,95
2019-08-20,BUNO-GIRONVILLE,49,91
2019-08-20,BUTTES-CHAUMONT,760,75
2019-08-20,BUZENVAL,3365,75
2019-08-20,CADET,4359,75
2019-08-20,CAMPO-FORMIO,2130,75
2019-08-20,CARDINAL-LEMOINE,2017,75
2019-08-20,CARREFOUR PLEYEL,5232,93
2019-08-20,CENSIER-DAUBENTON,3665,75
2019-08-20,CERGY LE HAUT,6394,95
2019-08-20,CERGY-PREFECTURE,11367,95
2019-08-20,CERGY-SAINT-CHRISTOPHE,4374,95
2019-08-20,CERNAY,1898,95
2019-08-20,CESSON,1175,77
2019-08-20,CHAMARANDE,110,91
2019-08-20,CHAMP DE COURSES D'ENGHIEN,1892,95
2019-08-20,CHAMPAGNE-SUR-OISE,177,95
2019-08-20,CHAMPAGNE-SUR-SEINE,312,77
2019-08-20,CHAMPS-ELYSEES-CLEMENCEAU,4874,75
2019-08-20,CHANGIS-SAINT-JEAN,177,77
2019-08-20,CHANTELOUP-LES-VIGNES,532,78
2019-08-20,CHAPONVAL,35,95
2019-08-20,CHARDON-LAGACHE,882,75
2019-08-20,CHARENTON-ECOLES,4851,94
2019-08-20,CHARLES DE GAULLE ETOILE,9377,75
2019-08-20,CHARLES MICHELS,8512,75
2019-08-20,CHARONNE,6647,75
2019-08-20,CHARS,110,95
2019-08-20,CHARTRETTES,28,77
2019-08-20,CHATEAU D'EAU,7034,75
2019-08-20,CHATEAU DE VINCENNES,11249,94
2019-08-20,CHATEAU ROUGE,12215,75
2019-08-20,CHATEAU-LANDON,5657,75
2019-08-20,CHATELET,16817,75
2019-08-20,CHATELET-LES HALLES,22742,75
2019-08-20,CHATILLON-MONTROUGE,15230,92
2019-08-20,CHAUSSEE D'ANTIN (LA FAYETTE),14531,75
2019-08-20,CHAVILLE RIVE DROITE,2267,78
2019-08-20,CHAVILLE RIVE GAUCHE,840,78
2019-08-20,CHAVILLE-VELIZY,930,78
2019-08-20,CHELLES-GOURNAY,9442,77
2019-08-20,CHEMIN D'ANTONY,249,
2019-08-20,CHEMIN VERT,1866,75
2019-08-20,CHENAY-GAGNY,1520,93
2019-08-20,CHEVALERET,6359,75
2019-08-20,CHILLY-MAZARIN,582,91
2019-08-20,CHOISY-LE-ROI,10172,94
2019-08-20,CITE,3195,75
2019-08-20,CLAMART,1756,92
2019-08-20,CLICHY-LEVALLOIS,11573,92
2019-08-20,COIGNIERES,378,78
2019-08-20,COLOMBES,4365,92
2019-08-20,COLONEL FABIEN,7643,75
2019-08-20,COMBS-LA-VILLE-QUINCY,2992,77
2019-08-20,COMMERCE,4991,75
2019-08-20,COMPANS,9,77
2019-08-20,CONCORDE,7935,75
2019-08-20,CONFLANS-FIN-D'OISE,3372,78
2019-08-20,CONFLANS-SAINTE-HONORINE,3941,78
2019-08-20,CONVENTION,7930,75
2019-08-20,CORBEIL-ESSONNES,3691,91
2019-08-20,CORENTIN CARIOU,6252,75
2019-08-20,CORENTIN-CELTON,6521,92
2019-08-20,CORMEILLES-EN-PARISIS,3056,95
2019-08-20,CORVISART,3412,75
2019-08-20,COUDRAY-MONTCEAUX,31,91
2019-08-20,COULOMMIERS,839,77
2019-08-20,COUR SAINT-EMILION,11393,75
2019-08-20,COURBEVOIE,2800,92
2019-08-20,COURCELLES,3601,75
2019-08-20,COURONNES,5681,75
2019-08-20,CRECY-EN-BRIE-LA-CHAPELLE,86,77
2019-08-20,CRETEIL POMP,8087,94
2019-08-20,CRETEIL-L'ECHAT (HOPITAL MONDOR),4319,94
2019-08-20,CRETEIL-P. LAC,5908,94
2019-08-20,CRETEIL-PREFECTURE (HOTEL DE VILLE),9512,94
2019-08-20,CRETEIL-UNIVERSITE,5977,94
2019-08-20,CRIMEE,10597,75
2019-08-20,CROIX DE CHAVAUX (JACQUES DUCLOS),9138,93
2019-08-20,CROUY-SUR-OURCQ,105,77
2019-08-20,DAMMARTIN-JUILLY-SAINT-MARD,400,77
2019-08-20,DANUBE,828,75
2019-08-20,DAUMESNIL,8361,75
2019-08-20,DENFERT-ROCHEREAU,5744,75
2019-08-20,DEUIL-MONTMAGNY,1865,95
2019-08-20,DOMONT,2163,95
2019-08-20,DOURDAN,655,91
2019-08-20,DOURDAN-LA-FORET,5,91
2019-08-20,DRANCY,7246,93
2019-08-20,DUGNY COURNEUVE,539,93
2019-08-20,DUGOMMIER,4511,75
2019-08-20,DUROC,6435,75
2019-08-20,ECOLE MILITAIRE,6094,75
2019-08-20,ECOLE VETERINAIRE DE MAISONS-ALFORT,5713,94
2019-08-20,ECOUEN-EZANVILLE,1640,95
2019-08-20,EDGAR QUINET,2347,75
2019-08-20,EGLISE D'AUTEUIL,252,75
2019-08-20,EGLISE DE PANTIN,7411,93
2019-08-20,EGLY,298,91
2019-08-20,EMERAINVILLE-PONTAULT-COMBAULT,3742,77
2019-08-20,ENGHIEN-LES-BAINS,6677,95
2019-08-20,EPINAY SUR ST11,2794,93
2019-08-20,EPINAY VIL T11,1077,93
2019-08-20,EPINAY-SUR-ORGE,2540,91
2019-08-20,EPINAY-SUR-SEINE,1299,95
2019-08-20,EPINAY-VILLETANEUSE,5382,95
2019-08-20,EPLUCHES,44,95
2019-08-20,EPONE-MEZIERES,664,78
2019-08-20,ERAGNY-NEUVILLE,463,95
2019-08-20,ERMONT-EAUBONNE,7032,95
2019-08-20,ERMONT-HALTE,511,95
2019-08-20,ESBLY,1201,77
2019-08-20,ESPLANADE DE LA DEFENSE,19933,92
2019-08-20,ESSONNES-ROBINSON,159,91
2019-08-20,ETAMPES,2661,91
2019-08-20,ETIENNE-MARCEL,4161,75
2019-08-20,ETRECHY,439,91
2019-08-20,EUROPE,2458,75
2019-08-20,EVRY,492,91
2019-08-20,EVRY-COURCOURONNES,10739,91
2019-08-20,EXELMANS,2825,75
2019-08-20,FAIDHERBE-CHALIGNY,4647,75
2019-08-20,FALGUIERE,1414,75
2019-08-20,FAREMOUTIERS-POMMEUSE,229,77
2019-08-20,FELIX FAURE,2795,75
2019-08-20,FILLES DU CALVAIRE,1951,75
2019-08-20,FONTAINE-LE-PORT,39,77
2019-08-20,FONTAINEBLEAU-AVON,1669,77
2019-08-20,FONTENAY-LE-FLEURY,1255,78
2019-08-20,FORT D'AUBERVILLIERS,8644,93
2019-08-20,FR. POPULAIRE,5924,93
2019-08-20,FRANCONVILLE-LE-PLESSIS-BOUCHARD,3757,95
2019-08-20,FRANKLIN-D.ROOSEVELT,15399,75
2019-08-20,FRATERNELLE,600,94
2019-08-20,FREPILLON,189,95
2019-08-20,GABRIEL PERI-ASNIERES-GENNEVILLIERS,9840,92
2019-08-20,GAGNY,4096,93
2019-08-20,GAITE,4619,75
2019-08-20,GALLIENI (PARC DE BAGNOLET),11805,93
2019-08-20,GAMBETTA,11996,75
2019-08-20,GARANCIERES-LA QUEUE,208,78
2019-08-20,GARCHES-MARNES-LA-COQUETTE,1374,92
2019-08-20,GARE DE GENNEVILLIERS,741,95
2019-08-20,GARE DE L'EST,131238,75
2019-08-20,GARE DE LYON,41297,75
2019-08-20,GARE DU NORD,77416,75
2019-08-20,GARGENVILLE,268,95
2019-08-20,GARGES-SARCELLES,7215,95
2019-08-20,GARIBALDI,6099,93
2019-08-20,GAZERAN,33,78
2019-08-20,GEORGE V,12245,75
2019-08-20,GLACIERE,6598,75
2019-08-20,GONCOURT (HOPITAL SAINT-LOUIS),3739,75
2019-08-20,GOUSSAINVILLE,4843,95
2019-08-20,GRAND-BOURG,20,91
2019-08-20,GRANDS BOULEVARDS (RUE MONTMARTRE),10061,75
2019-08-20,GRAVIGNY-BALIZY,344,91
2019-08-20,GRETZ-ARMAINVILLIERS,482,77
2019-08-20,GRIGNY-CENTRE,6038,91
2019-08-20,GROS-NOYER-SAINT-PRIX,1069,95
2019-08-20,GROSLAY,904,95
2019-08-20,GUERARD-LA-CELLE-SUR-MORIN,70,77
2019-08-20,GUILLERVAL,26,91
2019-08-20,GUY MOQUET,6822,75
2019-08-20,HAUSSMANN-SAINT-LAZARE,5,75
2019-08-20,HAVRE-CAUMARTIN,9353,75
2019-08-20,HERBLAY,3130,95
2019-08-20,HERICY,37,77
2019-08-20,HOCHE,10832,93
2019-08-20,HOTEL DE VILLE,19083,75
2019-08-20,HOUDAN,753,78
2019-08-20,HOUILLES-CARRIERES-SUR-SEINE,8976,78
2019-08-20,IENA,3669,75
2019-08-20,IGNY,272,91
2019-08-20,INVALIDES,5871,75
2019-08-20,ISLES-ARMENTIERES-CONGIS,57,77
2019-08-20,ISSY,1435,92
2019-08-20,ISSY-VAL DE SEINE,2512,92
2019-08-20,IVRY-SUR-SEINE,2833,94
2019-08-20,Inconnu,4749,
2019-08-20,JACQUES BONSERGENT,3569,75
2019-08-20,JASMIN,1685,75
2019-08-20,JAURES,9990,75
2019-08-20,JAVEL,7969,75
2019-08-20,JOURDAIN,4348,75
2019-08-20,JOUY-EN-JOSAS,310,78
2019-08-20,JULES JOFFRIN,6564,75
2019-08-20,JUSSIEU,3807,75
2019-08-20,JUVISY,10591,91
2019-08-20,JUZIERS,150,95
2019-08-20,KLEBER,1219,75
2019-08-20,L'ABBAYE,5,94
2019-08-20,L'ETANG-LA-VILLE,306,78
2019-08-20,L'ISLE-ADAM-PARMAIN,409,95
2019-08-20,LA BARRE-ORMESSON,1733,95
2019-08-20,LA CELLE-SAINT-CLOUD,1197,92
2019-08-20,LA CHAPELLE,14605,75
2019-08-20,LA COURNEUVE 8 MAI 1945,14880,93
2019-08-20,LA COURNEUVE-AUBERVILLIERS,9240,93
2019-08-20,LA DEFENSE-GRANDE ARCHE,63118,92
2019-08-20,LA FERTE-ALAIS,194,91
2019-08-20,LA FERTE-SOUS-JOUARRE,848,77
2019-08-20,LA FOURCHE,4174,75
2019-08-20,LA FRETTE-MONTIGNY,465,95
2019-08-20,LA GARENNE-COLOMBES,3912,92
2019-08-20,LA GRANDE PAROISSE,45,77
2019-08-20,LA MOTTE-PICQUET-GRENELLE,14755,75
2019-08-20,LA MUETTE,5679,75
2019-08-20,LA NORVILLE-SAINT-GERMAIN-LES-ARPAJON,384,91
2019-08-20,LA PLAINE-STADE DE FRANCE,13099,93
2019-08-20,LA TOUR MAUBOURG,2931,75
2019-08-20,LA VERRIERE,4906,78
2019-08-20,LAGNY-THORIGNY,4142,77
2019-08-20,LAMARCK-CAULAINCOURT,3517,75
2019-08-20,LARDY,269,91
2019-08-20,LAUMIERE,7454,75
2019-08-20,LE BOURGET,9982,93
2019-08-20,LE BRAS-DE-FER,2976,91
2019-08-20,LE KREMLIN-BICETRE,8096,94
2019-08-20,LE MEE,2008,77
2019-08-20,LE PELETIER,4482,75
2019-08-20,LE PERRAY,439,78
2019-08-20,LE PLESSIS-CHENET,44,91
2019-08-20,LE RAINCY-VILLEMOMBLE-MONTFERMEIL,6650,93
2019-08-20,LE STADE,2071,92
2019-08-20,LE VAL-D'OR,1645,92
2019-08-20,LE VERT-DE-MAISONS,3184,94
2019-08-20,LEDRU-ROLLIN,5623,75
2019-08-20,LES AGNETTES-ASNIERES-GENNEVILLIERS,4070,92
2019-08-20,LES ARDOINES,1843,94
2019-08-20,LES BOULLEREAUX-CHAMPIGNY,2041,94
2019-08-20,LES CLAIRIERES-DE-VERNEUIL,321,78
2019-08-20,LES COQUETIERS,5,93
2019-08-20,LES COURTILLES,8203,92
2019-08-20,LES GOBELINS,3021,75
2019-08-20,LES GRESILLONS,2704,95
2019-08-20,LES HALLES,31321,75
2019-08-20,LES MUREAUX,3700,95
2019-08-20,LES NOUES,888,91
2019-08-20,LES SABLONS (JARDIN D'ACCLIMATATION),9709,92
2019-08-20,LES SAULES,639,91
2019-08-20,LES VALLEES,3457,92
